crane_id,vibration_hz,temperature_c,load_kn,hydraulic_pressure_bar,speed_rpm,power_kw,wind_speed_ms,visibility_m,humidity_pct,cycle_count,maintenance_days_since,error_code,ambient_temp_c,crane_id_enc,anomaly_label
CRANE_09,12.121370417389443,44.23002089498172,187.4829431203091,224.96480394742167,34.252986616509126,109.14804041066999,8.750066560822576,2863.6842615461865,75.8069576296686,2020,121,0,4.8704615050082625,8,0
CRANE_01,15.417333351074191,55.07092049455519,176.2903863334485,220.1762718871001,38.04595974052275,90.2215907413959,6.0133536608096305,7860.800858842446,69.10808223756437,47396,136,0,16.710382302031768,0,0
CRANE_10,13.403268093108654,54.414935664566045,134.20146270823332,215.45014058430652,35.93264079989755,97.0893711738121,10.828218891781331,8915.755474289088,74.50188218939851,42678,100,0,9.929656145848252,9,0
CRANE_12,12.248369798682432,37.73167694671828,168.47863200232143,201.39859705663162,41.965416943925064,98.0924629517682,5.601463294807785,7449.40858819234,63.844799509345044,21928,138,0,7.173495243504113,11,0
CRANE_08,14.47354513230174,39.971064605226864,155.3998375852195,186.78693785044283,41.27029350251499,112.17515796212183,10.615502189187307,10846.098854592314,60.160580732672535,1633,115,0,-6.595604221942576,7,0
CRANE_10,12.448757925831822,51.12707973309295,214.20215028490904,234.30144893795753,42.017801816486276,70.01247473921117,10.825461807682325,9434.198202356361,71.37269850653199,12735,41,0,9.029921463933494,9,0
CRANE_03,16.91467590392312,56.20594636683239,159.3173136145644,184.3472136443815,42.973349882924985,106.32184874545553,6.305233854091193,8836.578745555882,83.53611734476304,39967,168,0,13.367791900724995,2,1
CRANE_05,13.340222475138003,48.24241578068666,178.94320022525142,207.1404358609111,40.945934005025805,95.25062921884042,2.9372131794884813,8701.851906718795,73.45805309040965,40968,157,0,29.125625874126246,4,0
CRANE_03,10.260796219385256,43.90528507294285,181.29206256240903,250.47115544732765,39.1666898279837,106.11472480259883,10.149297901059171,6684.994696185138,85.17933782409204,20730,140,0,20.072481246425387,2,0
CRANE_10,12.650384038264832,39.6441062706461,192.4651702231691,237.944963232737,30.632739349165885,103.96060568028123,10.340762733030495,7490.025284149169,69.77576473126238,18024,134,2,12.377307409425425,9,0
CRANE_01,15.714863675492158,51.52235792247309,186.50157454873724,217.64465480428086,38.131009744822634,88.37725858641085,9.306262312771821,12467.399598850743,66.8739381266921,21946,114,0,11.617939559922053,0,0
CRANE_10,11.687059172242286,41.36489765838138,187.8417788716027,228.54095996726184,29.85755132772555,112.55322014455969,3.622372942867989,7486.823363481681,72.66155476593097,24891,57,0,2.7063208359459185,9,0
CRANE_05,14.88987808083798,44.35172817432694,158.0118757605117,219.59504176746808,32.931536122355446,115.86138234176448,8.896208932982514,5844.780617351297,77.39454075988698,32351,169,0,13.85567436936553,4,0
CRANE_08,14.018810327639583,39.32714761728818,173.143281967538,214.53972361201616,41.08016236816771,109.20198038759007,13.290523537761294,11079.895577519124,89.69712852674786,26036,114,1,13.835610702185427,7,0
CRANE_05,11.826167375023191,39.44681720997686,145.3295887262736,238.73874162549708,33.24110163849558,119.23683932444217,12.929969685152244,10042.362171036155,82.49808340454388,25319,120,3,14.039587076340174,4,0
CRANE_04,12.65810188662057,45.29571631548003,189.47176850887348,224.04496083241463,39.87277328909048,92.70397553782617,11.76247417046762,7706.382524221702,84.86935643801523,9204,44,3,4.482139566030907,3,0
CRANE_09,11.063094914791682,40.24277749874215,160.7493911795189,201.26175024311743,37.23118404584536,84.51014809116913,9.754127065609888,5998.0233487766445,68.89537903362312,32990,84,1,25.57808068527043,8,0
CRANE_01,13.925622766797703,52.53758662924543,213.713393669872,225.44584129016476,37.23661596806211,103.61188138889648,9.522095248640287,10804.893482452097,63.76377313478489,8961,70,3,27.163106716124904,0,0
CRANE_05,11.0822866168317,48.44494588024658,130.56003779464848,229.5170840602049,36.58198765171849,98.70499055096626,6.509745002290966,7270.1598891375215,65.78040699385843,153,149,0,11.566589410456803,4,0
CRANE_01,13.25442234678164,48.96741844857213,228.1113466875325,245.4561876583083,39.976632834195016,101.85065596260492,12.999408930823304,9389.162254974224,76.49130545523334,32215,112,1,18.23005170254704,0,0
CRANE_06,15.392598921277356,43.53542141284891,185.83887456657345,224.35694645291724,36.72422220800292,88.21905370528738,8.589087498394566,9998.343191485339,67.5879890281783,33980,3,1,-1.0342702138385924,5,0
CRANE_10,11.67978932794813,43.67339606989874,172.3375199229169,220.87451145739158,36.261836348747636,117.12453984338646,11.490417242197084,7837.151085472754,95.6117075729357,39860,119,0,1.649841047469394,9,0
CRANE_09,13.168163840457156,47.21844084263349,193.7620978105488,227.71149711201454,39.56527232515373,97.21715495894811,7.134701454430621,9868.992211558594,79.11832937968802,24497,166,0,16.545306792327676,8,0
CRANE_11,10.40725053379151,31.479368197658907,216.54966684032559,204.20765453234526,37.669254431415865,81.18850397971775,9.844168098140806,7437.944970037341,60.60724288461874,4730,109,1,16.29778996397147,10,0
CRANE_02,12.713075599026885,42.72350041395365,227.1531258546678,260.85090878538915,33.41611611237005,97.09589056687345,7.674541644418587,6652.70159226607,73.435419103207,42356,84,0,16.439095053501617,1,0
CRANE_04,11.130586846772792,35.897723927734546,179.88834047657974,249.47064168860524,37.61719371901467,101.95511849663032,3.454903145561107,4837.797707759905,74.98159075589527,18974,168,2,12.026608156272975,3,0
CRANE_08,13.017146411865033,46.1365897366693,130.1243897808485,234.52422921715666,32.811194728900105,84.20835584252974,5.734491791648385,9986.361062554817,65.36343542979958,4759,40,0,18.18060816197365,7,0
CRANE_03,11.84668102819605,39.2169040895675,177.89497813367856,224.75296539160905,37.99878629828263,101.65003880810949,6.807866124918525,7136.448664963871,82.5057999708157,4404,168,0,3.7247320904587724,2,0
CRANE_07,11.164016291421907,44.39534749873382,166.7606844613562,199.33900489222944,42.87901096190164,96.6679215995335,12.576601189780417,8251.56195104043,75.64716388540901,34737,155,1,9.536176995825425,6,0
CRANE_12,12.443790969379918,40.563233871029894,196.39114933751628,220.42735445315992,34.24614753900913,82.11973083118095,4.6792082595690365,8519.367475289779,82.60070621471338,35614,170,2,27.996060962245018,11,0
CRANE_07,8.671939602518005,52.13749189183775,169.6659898057857,227.48131493421477,41.3711044496758,87.03649892255697,5.0403369023222595,8396.8023926288,74.90561280589274,20146,127,0,10.525524852182237,6,0
CRANE_02,11.067834781239277,56.305561988693306,151.71078091516983,204.61750533119707,40.459513985052844,96.75986067520375,5.817129727294721,7196.774592420273,64.99614547856912,7286,133,2,20.61286783410683,1,0
CRANE_12,16.206307455716512,49.584502578124095,166.92953468978297,211.817704114395,31.85765480934798,95.5806818605376,11.65228352762123,7085.9529567960835,78.87120691616165,48866,65,0,9.811927741296167,11,0
CRANE_10,12.305458272648254,49.864792090208006,214.1377317781137,212.7251212695323,38.413707809542416,73.54045761941123,7.566380831415008,8166.0627258297,69.17158819005508,18856,126,0,14.140137475774782,9,0
CRANE_04,11.935336395341459,44.78692836001282,183.2573123495859,210.62206636642821,42.68667122000727,100.56607938011162,7.650356247573627,3192.248991619679,63.66235052590461,5492,114,1,20.708051752999012,3,0
CRANE_01,13.208888869881152,41.85938576889606,204.5704997957513,245.28511779330157,35.61240929370931,97.51184830300966,10.431000789414627,3421.036359810123,74.32907795316567,12740,158,2,2.201904903079667,0,0
CRANE_08,14.23882351590887,35.364098094923165,169.66016664084447,217.52315505221907,35.44698161950348,104.33946184922668,12.991700315682493,9391.611963171219,96.87400553096354,42186,90,0,22.6552306507508,7,0
CRANE_10,15.125098920314485,45.90951970815589,209.4285210243833,240.25708755966627,34.65603379095614,101.13086957534622,13.89930625067822,11116.022969487847,83.78145608268208,26492,8,0,9.532469721599279,9,0
CRANE_10,12.576641480985836,43.494522758966745,158.2818646521657,212.69980284018533,38.98660380821935,91.5076525586336,12.660815386982225,9138.09990535598,82.29290825473134,42258,0,2,16.044337364882644,9,0
CRANE_09,12.36555883555597,46.121764627661804,161.0724795544076,214.81828160994922,31.517104602297113,95.6727932900196,7.44989779267439,11207.994742215267,64.7693013548804,4952,14,0,6.097904662603506,8,0
CRANE_01,13.253204627321782,41.44590756484883,214.16916250670826,220.69617473852622,33.2075778671871,124.12048254754086,6.865631113653166,9407.615069448279,80.99172641849918,40948,150,0,7.005667633697426,0,0
CRANE_11,12.764553749850862,37.54296793289829,213.03645050035743,223.0949438579171,34.51096722610416,85.59509096679659,7.53497702412757,8884.075198091214,88.36914851512675,45659,144,0,0.4317239681732996,10,0
CRANE_07,12.426583071109068,39.20566312805396,132.32730767031788,204.2271294964588,30.40377031378994,90.86855978270619,2.8085944256860733,5446.165158265783,90.24637905994608,34692,57,0,4.616294384023996,6,0
CRANE_01,13.58041721187524,52.658315298068715,204.87336826471804,225.32978095677328,31.360392215861754,85.71663736865321,3.7819880665127266,8639.753539283762,62.03075988689882,6916,70,2,12.112394552594486,0,0
CRANE_12,13.557878458057596,54.67669041523076,146.5219841243419,203.32670240820636,34.40369832988647,80.98155076614447,9.866521305971606,6490.589264913107,79.55652523529639,22655,103,2,12.47132964898994,11,0
CRANE_01,12.766079449498426,37.14159887295716,206.60055225649157,247.76217013030956,36.62533224725896,90.2411238350244,3.4046770371165938,5286.034533328693,77.34322275904297,22733,97,0,17.81483545673458,0,0
CRANE_09,16.294372603038873,41.648002647810756,205.9318838489804,212.00805126053066,43.10585687341289,92.64369052079884,4.859498649830957,9261.507364499606,95.95198008920237,43934,82,0,10.000341696188748,8,0
CRANE_10,15.53628968158908,36.26811956302967,219.41581482899358,232.974977761874,42.160401677875264,85.46375982828721,8.572585915974242,8447.19900024557,72.59064240648551,48474,29,0,20.262457096250557,9,0
